template_name,template_string,ar,bg,de,el,es,fr,hi,ru,sw,th,tr,ur,vi,zh
social_i_qa - None - Generate answer,"{e1}

Given the context: {e2}

|||

{e3}","{e1}

بالنظر إلى السياق: {E2}

|||

{e3}","{E1}

Предвид контекста: {E2}

|||

{E3}","{E1}

Angesichts des Kontextes: {E2}

|||

{E3}","{e1}

Δεδομένου του πλαισίου: {E2}

|||

{e3}","{e1}

Dado el contexto: {E2}

|||

{E3}","{e1}

Compte tenu du contexte: {E2}

|||

{e3}","{e1}

संदर्भ दिया: {e2}

|||

{e3}","{E1}

Учитывая контекст: {e2}

|||

{e3}","{e1}

Kutokana na mazingira: {e2}

|||.

{e3}","{e1}

รับบริบท: {e2}

|||

{e3}","{e1}

Bağlam göz önüne alındığında: {e2}

|||

{e3}","{E1}

سیاق و سباق کو دیکھ کر: {e2}

||||

{e3}","{e1}

Đưa ra bối cảnh: {E2}

||

{e3}","{e1}

鉴于上下文：{E2}

||||

{E3}"
social_i_qa - None - Generate the question from the answer,"{e1}

Given that the answer to a question is ""{e2}[label]}}"", what is the question?

|||

{e3}","{e1}

بالنظر إلى أن الإجابة على السؤال هي ""{e2} [label]}}""، ما هو السؤال؟

|||

{e3}","{E1}

Като се има предвид, че отговорът на въпрос е ""{E2} [етикет]}}"", какъв е въпросът?

|||

{E3}","{E1}

Da ist die Antwort auf eine Frage ""{e2} [label]}}"", was ist die Frage?

|||

{E3}","{e1}

Δεδομένου ότι η απάντηση σε μια ερώτηση είναι ""{E2} [Label]}}"", ποια είναι η ερώτηση;

|||

{e3}","{e1}

Dado que la respuesta a una pregunta es ""{E2} [Etiqueta]}}"", ¿cuál es la pregunta?

|||

{E3}","{e1}

Étant donné que la réponse à une question est ""{E2} [Label]}}"" Quelle est la question?

|||

{e3}","{e1}

यह देखते हुए कि किसी प्रश्न का उत्तर ""{e2} [लेबल]}}"" है, सवाल क्या है?

|||

{e3}","{E1}

Учитывая, что ответ на вопрос - «{E2} [Label]}}», в чем вопрос?

|||

{e3}","{e1}

Kutokana na kwamba jibu la swali ni ""{e2} [lebo]}}"", swali ni nini?

|||.

{e3}","{e1}

ระบุว่าคำตอบสำหรับคำถามคือ ""{e2} [ฉลาก]}}"" คำถามคืออะไร?

|||

{e3}","{e1}

Bir sorunun cevabının ""{e2} [etiket]}}"" olduğu göz önüne alındığında, soru nedir?

|||

{e3}","{E1}

اس بات کو بتایا کہ ایک سوال کا جواب ""{E2} [لیبل]}}""، سوال کیا ہے؟

||||

{e3}","{e1}

Cho rằng câu trả lời cho một câu hỏi là ""{e2} [nhãn]}}"", câu hỏi là gì?

||

{e3}","{e1}

鉴于问题的答案是“{e2} [标签]}}”，问题是什么？

||||

{E3}"
social_i_qa - None - I was wondering,"I heard that {e1}

And I was wondering {e2}

|||

{e3}","سمعت أن {e1}

وكنت أتساءل {e2}

|||

{e3}","Чух, че {e1}

И се чудех {E2}

|||

{E3}","Ich habe das gehört, dass {E1}

Und ich habe mich gefragt {e2}

|||

{E3}","Άκουσα ότι {e1}

Και αναρωτιόμουν {e2}

|||

{e3}","Escuché que {E1}

Y me preguntaba {E2}

|||

{E3}","J'ai entendu dire que {E1}

Et je me demandais {e2}

|||

{e3}","मैंने सुना है कि {e1}

और मैं सोच रहा था {e2}

|||

{e3}","Я слышал, что {E1}

И мне было интересно {e2}

|||

{e3}","Nikasikia kwamba {e1}

Na nilikuwa nashangaa {e2}

|||.

{e3}","ฉันได้ยินมาว่า {e1}

และฉันสงสัย {e2}

|||

{e3}","Bunu duydum {e1}

Ve merak ediyordum {e2}

|||

{e3}","میں نے سنا کہ {E1}

اور میں سوچ رہا تھا {e2}

||||

{e3}","Tôi nghe nói rằng {E1}

Và tôi đã tự hỏi {e2}

||

{e3}","我听说{e1}

我想知道{e2}

||||

{E3}"
social_i_qa - None - Show choices and generate answer,"{e1}

Given the context: {e2}

Possible answers: {e3}

|||

{e4}","{e1}

بالنظر إلى السياق: {E2}

الإجابات المحتملة: {e3}

|||

{e4}","{E1}

Предвид контекста: {E2}

Възможни отговори: {E3}

|||

{E4}","{E1}

Angesichts des Kontextes: {E2}

Mögliche Antworten: {E3}

|||

{E4}","{e1}

Δεδομένου του πλαισίου: {E2}

Πιθανές απαντήσεις: {E3}

|||

{e4}","{e1}

Dado el contexto: {E2}

Posibles respuestas: {E3}

|||

{E4}","{e1}

Compte tenu du contexte: {E2}

Réponses possibles: {E3}

|||

{E4}","{e1}

संदर्भ दिया: {e2}

संभावित उत्तर: {e3}

|||

{e4}","{E1}

Учитывая контекст: {e2}

Возможные ответы: {e3}

|||

{e4}","{e1}

Kutokana na mazingira: {e2}

Majibu iwezekanavyo: {e3}

|||.

{e4}","{e1}

รับบริบท: {e2}

คำตอบที่เป็นไปได้: {e3}

|||

{e4}","{e1}

Bağlam göz önüne alındığında: {e2}

Muhtemel Cevaplar: {e3}

|||

{e 4}","{E1}

سیاق و سباق کو دیکھ کر: {e2}

ممکنہ جوابات: {e3}

||||

{e4}","{e1}

Đưa ra bối cảnh: {E2}

Câu trả lời có thể: {E3}

||

{e 4}","{e1}

鉴于上下文：{E2}

可能的答案：{E3}

||||

{E4}"
social_i_qa - None - Show choices and generate index,"Context: {e1}

Question: {e2}

Which one of these answers best answers the question according to the context?

A: {e3}

B: {e4}

C: {e5}

|||

{e6}[label]}}","السياق: {E1}

سؤال: {e2}

أي واحد من هذه الإجابات يجيب على السؤال حسب السياق؟

a: {e3}

ب: {e4}

ج: {e5}

|||

{e6} [label]}}","Контекст: {E1}

Въпрос: {E2}

Кой от тези отговори най-добре отговаря на въпроса според контекста?

A: {E3}

Б: {E4}

C: {E5}

|||

{e6} [етикет]}}","Kontext: {E1}

Frage: {E2}

Welcher dieser Antworten beantwortet die Frage nach dem Kontext am besten?

A: {E3}

B: {E4}

C: {E5}

|||

{E6} [label]}}","Πλαίσιο: {E1}

Ερώτηση: {E2}

Ποια από αυτές τις απαντήσεις απαντά καλύτερα στην ερώτηση σύμφωνα με το πλαίσιο;

Α: {E3}

Β: {E4}

C: {E5}

|||

{E6} [Label]}}","Contexto: {E1}

Pregunta: {E2}

¿Cuál de estas respuestas responde mejor a la pregunta de acuerdo con el contexto?

A: {e3}

B: {E4}

C: {E5}

|||

{e6} [etiqueta]}}","Contexte: {E1}

Question: {E2}

Laquelle de ces réponses répond le mieux à la question en fonction du contexte?

A: {E3}

B: {E4}

C: {e5}

|||

{E6} [Label]}}","संदर्भ: {e1}

प्रश्न: {e2}

इनमें से कौन सा उत्तर संदर्भ के अनुसार प्रश्न का सबसे अच्छा जवाब देता है?

ए: {e3}

B: {E4}

सी: {e5}

|||

{e6} [लेबल]}}","Контекст: {E1}

Вопрос: {e2}

Какой из этих ответов лучше всего отвечает на вопрос в соответствии с контекстом?

A: {E3}

B: {E4}

C: {E5}

|||

{e6} [метка]}}","Muktadha: {e1}

Swali: {e2}

Ni moja ya majibu haya yanajibu maswali kulingana na muktadha?

A: {e3}

B: {e4}

C: {e5}

|||.

{e6} [studio]}}","บริบท: {e1}

คำถาม: {e2}

ข้อใดที่หนึ่งในคำตอบเหล่านี้ตอบคำถามได้ดีที่สุดตามบริบท?

A: {e3}

B: {e4}

C: {e5}

|||

{e6} [ฉลาก]}}","Bağlam: {e1}

Soru: {e2}

Bu cevaplardan hangisi içeriğe göre soruyu en iyi şekilde cevaplar?

A: {e3}

B: {e4}

C: {e5}

|||

{e6} [etiket]}}}","سیاحت: {E1}

سوال: {e2}

ان میں سے کون سا جوابات سیاق و سباق کے مطابق سب سے بہتر جواب دیتا ہے؟

A: {e3}

B: {e4}

C: {e5}

||||

{E6} [لیبل]}}","Bối cảnh: {E1}

Câu hỏi: {E2}

Mà một trong những câu trả lời tốt nhất trả lời câu hỏi theo bối cảnh?

A: {E3}

B: {E4}

C: {E5}

||

{e6} [nhãn]}}","背景：{E1}

问题：{E2}

这些答案中的哪一个最能解答问题根据上下文？

答：{E3}

B：{E4}

C：{E5}

||||

{E6} [标签]}}"
super_glue - boolq - GPT-3 Style,"{e1} 
Question: {e2}
Answer: ||| 
{e3}
{e4}
{e5}","{e1}
سؤال: {e2}
الجواب: |||
{e3}
{e4}
{e5}","{E1}
Въпрос: {E2}
Отговор: |||
{E3}
{E4}
{E5}","{E1}
Frage: {E2}
Antwort: |||.
{E3}
{E4}
{E5}","{e1}
Ερώτηση: {E2}
Απάντηση: |||
{e3}
{e4}
{e5}","{e1}
Pregunta: {E2}
Respuesta: |||
{E3}
{E4}
{E5}","{e1}
Question: {E2}
Réponse: |||
{e3}
{E4}
{e5}","{e1}
प्रश्न: {e2}
उत्तर: |||
{e3}
{e4}
{e5}","{E1}
Вопрос: {e2}
Ответ: |||
{e3}
{e4}
{e5}","{e1}
Swali: {e2}
Jibu: ||
{e3}
{e4}
{e5}","{e1}
คำถาม: {e2}
คำตอบ: |||
{e3}
{e4}
{e5}","{e1}
Soru: {e2}
Cevap: |||
{e3}
{e 4}
{e5}","{E1}
سوال: {e2}
جواب: |||
{e3}
{e4}
{e5}","{e1}
Câu hỏi: {E2}
Trả lời: |||.
{e3}
{e 4}
{E5}","{e1}
问题：{E2}
答案：|||
{E3}
{E4}
{E5}"
super_glue - boolq - I wonder…,"{e1} 

Having read that, I wonder {e2}? |||
{e3}
{e4} 
{e5}","{e1}

بعد قراءة ذلك، أتساءل {e2}؟ |||
{e3}
{e4}
{e5}","{E1}

Като четем това, чудя се {e2}? |||
{E3}
{E4}
{E5}","{E1}

Wenn ich gelesen habe, frage ich mich {E2}? |||
{E3}
{E4}
{E5}","{e1}

Έχοντας διαβάσει αυτό, αναρωτιέμαι {e2}; |||
{e3}
{e4}
{e5}","{e1}

¿Habiendo leído eso, me pregunto {E2}? |||
{E3}
{E4}
{E5}","{e1}

Ayant lu que, je me demande {e2}? |||
{e3}
{E4}
{e5}","{e1}

पढ़ने के बाद, मुझे आश्चर्य है {e2}? |||
{e3}
{e4}
{e5}","{E1}

Прочитав это, мне интересно {e2}? |||
{e3}
{e4}
{e5}","{e1}

Baada ya kusoma kwamba, nashangaa {e2}? |||.
{e3}
{e4}
{e5}","{e1}

ต้องอ่านแล้วฉันสงสัย {e2}? |||
{e3}
{e4}
{e5}","{e1}

Bunu okudum, merak ediyorum {e2}? |||
{e3}
{e 4}
{e5}","{E1}

یہ پڑھنے کے بعد، مجھے حیرت ہے {e2}؟ ||||
{e3}
{e4}
{e5}","{e1}

Đọc xong, tôi tự hỏi {E2}? ||
{e3}
{e 4}
{E5}","{e1}

读过那个，我想知道{e2}？ ||||
{E3}
{E4}
{E5}"
super_glue - boolq - after_reading,"Passage: {e1}

After reading this passage, I have a question: {e2}? True or False? |||
{e3}
{e4}
{e5}","مرور: {e1}

بعد قراءة هذا المقطع، لدي سؤال: {e2}؟ صحيحة أو خاطئة؟ |||
{e3}
{e4}
{e5}","Проход: {E1}

След като прочетете този пасаж, имам въпрос: {E2}? Истина или лъжа? |||
{E3}
{E4}
{E5}","Passage: {E1}

Nachdem ich diese Passage gelesen habe, habe ich eine Frage: {E2}? Richtig oder falsch? |||
{E3}
{E4}
{E5}","Πέρασμα: {E1}

Μετά την ανάγνωση αυτού του περάσματος, έχω μια ερώτηση: {E2}; Σωστό ή λάθος? |||
{e3}
{e4}
{e5}","Pasaje: {E1}

Después de leer este pasaje, tengo una pregunta: {E2}? ¿Verdadero o falso? |||
{E3}
{E4}
{E5}","Passage: {E1}

Après avoir lu ce passage, j'ai une question: {e2}? Vrai ou faux? |||
{e3}
{E4}
{e5}","मार्ग: {e1}

इस मार्ग को पढ़ने के बाद, मेरे पास एक प्रश्न है: {e2}? सही या गलत? |||
{e3}
{e4}
{e5}","Проход: {E1}

Прочитав этот отрывок, у меня есть вопрос: {E2}? Правда или ложь? |||
{e3}
{e4}
{e5}","Passage: {e1}

Baada ya kusoma kifungu hiki, nina swali: {e2}? Kweli au uongo? |||.
{e3}
{e4}
{e5}","เนื้อเรื่อง: {e1}

หลังจากอ่านข้อความนี้ฉันมีคำถาม: {e2}? จริงหรือเท็จ? |||
{e3}
{e4}
{e5}","Geçiş: {e1}

Bu pasajı okuduktan sonra bir sorum var: {e2}? Doğru ya da yanlış? |||
{e3}
{e 4}
{e5}","پاسپورٹ: {E1}

اس منظوری کو پڑھنے کے بعد، میرے پاس ایک سوال ہے: {e2}؟ صحیح یا غلط؟ ||||
{e3}
{e4}
{e5}","Đoạn văn: {E1}

Sau khi đọc đoạn văn này, tôi có một câu hỏi: {E2}? Đúng hay sai? ||
{e3}
{e 4}
{E5}","通过：{e1}

阅读这段经文后，我有一个问题：{E2}？对或错？ ||||
{E3}
{E4}
{E5}"
super_glue - boolq - based on the following passage,"Based on the following passage, {e1}? {e2}

|||
{e3}
{e4}
{e5}","بناء على المقطع التالي، {E1}؟ {e2}

|||
{e3}
{e4}
{e5}","Въз основа на следния пасаж, {E1}? {E2}

|||
{E3}
{E4}
{E5}","Basierend auf der folgenden Passage {E1}? {E2}

|||
{E3}
{E4}
{E5}","Με βάση το ακόλουθο απόσπασμα, {E1}; {e2}

|||
{e3}
{e4}
{e5}","Basado en el siguiente pasaje, {E1}? {E2}

|||
{E3}
{E4}
{E5}","Basé sur le passage suivant, {E1}? {e2}

|||
{e3}
{E4}
{e5}","निम्नलिखित मार्ग के आधार पर, {e1}? {e2}

|||
{e3}
{e4}
{e5}","Основываясь на следующем отрывке, {E1}? {e2}

|||
{e3}
{e4}
{e5}","Kulingana na kifungu kinachofuata, {e1}? {e2}

|||.
{e3}
{e4}
{e5}","ขึ้นอยู่กับข้อความต่อไปนี้ {e1}? {e2}

|||
{e3}
{e4}
{e5}","Aşağıdaki pasaja göre, {e1}? {e2}

|||
{e3}
{e 4}
{e5}","مندرجہ ذیل منظوری کے مطابق، {E1}؟ {e2}

||||
{e3}
{e4}
{e5}","Dựa trên đoạn văn sau, {E1}? {e2}

||
{e3}
{e 4}
{E5}","基于以下段落，{e1}？ {E2}

||||
{E3}
{E4}
{E5}"
super_glue - boolq - based on the previous passage,"{e1}
Based on the previous passage, {e2}? ||| {e3}{e4}
{e5}","{e1}
بناء على المقطع السابق، {e2}؟ ||| {e3} {e4}
{e5}","{E1}
Въз основа на предишния пасаж, {E2}? ||| {E3} {E4}
{E5}","{E1}
Basierend auf der vorherigen Passage {E2}? ||| {E3} {E4}
{E5}","{e1}
Με βάση το προηγούμενο απόσπασμα, {E2}; ||| {E3} {E4}
{e5}","{e1}
Basado en el pasaje anterior, {E2}? ||| {E3} {E4}
{E5}","{e1}
Basé sur le passage précédent, {E2}? ||| {E3} {E4}
{e5}","{e1}
पिछले मार्ग के आधार पर, {e2}? ||| {e3} {e4}
{e5}","{E1}
На основе предыдущего отрывка, {e2}? ||| {e3} {e4}
{e5}","{e1}
Kulingana na kifungu kilichopita, {e2}? |||. {e3} {e4}
{e5}","{e1}
ขึ้นอยู่กับข้อความก่อนหน้า {e2}? ||| {e3} {e4}
{e5}","{e1}
Önceki pasaja göre, {e2}? ||| {e3} {e4}
{e5}","{E1}
پچھلے گزرنے کے مطابق، {e2}؟ |||| {e3} {e4}
{e5}","{e1}
Dựa trên đoạn trước, {E2}? || {e3} {e4}
{E5}","{e1}
基于前一段，{E2}？ |||| {e3} {e4}
{E5}"
super_glue - boolq - could you tell me…,"{e1} 

Having read that, could you tell me {e2}? ||| {e3}{e4}
{e5}","{e1}

بعد قراءة ذلك، هل يمكن أن تخبرني {e2}؟ ||| {e3} {e4}
{e5}","{E1}

След като прочетете това, бихте ли ми казали {E2}? ||| {E3} {E4}
{E5}","{E1}

Wenn Sie das gelesen haben, könnten Sie mir {E2} sagen? ||| {E3} {E4}
{E5}","{e1}

Έχοντας διαβάσει αυτό, θα μπορούσατε να μου πείτε {e2}; ||| {E3} {E4}
{e5}","{e1}

Habiendo leído eso, ¿podría decirme {E2}? ||| {E3} {E4}
{E5}","{e1}

Ayant lu que, pourriez-vous me dire {e2}? ||| {E3} {E4}
{e5}","{e1}

पढ़ने के बाद, क्या आप मुझे {e2} बता सकते हैं? ||| {e3} {e4}
{e5}","{E1}

Прочитав это, не могли бы вы сказать мне {e2}? ||| {e3} {e4}
{e5}","{e1}

Baada ya kusoma hilo, unaweza kuniambia {e2}? |||. {e3} {e4}
{e5}","{e1}

ต้องอ่านแล้วคุณช่วยบอกฉัน {e2} ได้ไหม? ||| {e3} {e4}
{e5}","{e1}

Bunu okudum, bana {e2}? ||| {e3} {e4}
{e5}","{E1}

یہ پڑھنے کے بعد، کیا آپ مجھے {e2} بتا سکتے ہیں؟ |||| {e3} {e4}
{e5}","{e1}

Đã đọc nó, bạn có thể cho tôi biết {e2} không? || {e3} {e4}
{E5}","{e1}

读到了，你能告诉我{e2}吗？ |||| {e3} {e4}
{E5}"
super_glue - boolq - exam,"EXAM
1. Answer by yes or no.

Document: {e1}
Question: {e2}? ||| 
{e3}
{e4}
{e5}","امتحان
1. الإجابة بنعم أو لا.

الوثيقة: {e1}
سؤال: {e2}؟ |||
{e3}
{e4}
{e5}","ИЗПИТ
1. Отговор с ""да"" или ""не"".

Документ: {E1}
Въпрос: {E2}? |||
{E3}
{E4}
{E5}","PRÜFUNG
1. Antwort von Ja oder Nein.

Dokument: {E1}
Frage: {E2}? |||
{E3}
{E4}
{E5}","ΕΞΕΤΑΣΗ
1. Απαντήστε στο ναι ή όχι.

Έγγραφο: {E1}
Ερώτηση: {E2}; |||
{e3}
{e4}
{e5}","EXAMEN
1. Responde por sí o no.

Documento: {E1}
Pregunta: {E2}? |||
{E3}
{E4}
{E5}","EXAMEN
1. Réponse par oui ou non.

Document: {E1}
Question: {e2}? |||
{e3}
{E4}
{e5}","परीक्षा
1. हां या नहीं द्वारा उत्तर।

दस्तावेज़: {e1}
प्रश्न: {e2}? |||
{e3}
{e4}
{e5}","ЭКЗАМЕН
1. Ответь на да или нет.

Документ: {E1}
Вопрос: {e2}? |||
{e3}
{e4}
{e5}","Mtihani
Jibu kwa ndiyo au hapana.

Nyaraka: {e1}
Swali: {e2}? |||.
{e3}
{e4}
{e5}","การสอบ
1. ตอบโดยใช่หรือไม่ใช่

เอกสาร: {e1}
คำถาม: {e2}? |||
{e3}
{e4}
{e5}","SINAV
1. Cevapla Evet veya Hayır.

Belge: {e1}
Soru: {e2}? |||
{e3}
{e 4}
{e5}","امتحان
1. ہاں یا نہیں کی طرف سے جواب دیں.

دستاویز: {E1}
سوال: {e2}؟ ||||
{e3}
{e4}
{e5}","THI
1. Trả lời bằng có hoặc không.

Tài liệu: {E1}
Câu hỏi: {E2}? ||
{e3}
{e 4}
{E5}","考试
1.回答是或否。

文件：{E1}
问题：{E2}？ ||||
{E3}
{E4}
{E5}"
super_glue - boolq - exercise,"Exercise: read the text and answer the question by True or False.

Text: {e1}
Question: {e2}? |||
{e3}
{e4}
{e5}","التمرين: اقرأ النص والإجابة على السؤال الصحيح أو الخاطئ.

النص: {e1}
سؤال: {e2}؟ |||
{e3}
{e4}
{e5}","Упражнение: Прочетете текста и отговорете на въпроса чрез TRUE или FALSE.

Текст: {E1}
Въпрос: {E2}? |||
{E3}
{E4}
{E5}","Übung: Lesen Sie den Text und beantworten Sie die Frage mit TRUE oder FALSE.

Text: {E1}
Frage: {E2}? |||
{E3}
{E4}
{E5}","Άσκηση: Διαβάστε το κείμενο και απαντήστε στην ερώτηση με αληθές ή ψευδές.

Κείμενο: {E1}
Ερώτηση: {E2}; |||
{e3}
{e4}
{e5}","Ejercicio: Lea el texto y responda la pregunta por verdadero o falso.

Texto: {E1}
Pregunta: {E2}? |||
{E3}
{E4}
{E5}","Exercice: Lisez le texte et répondez à la question de vrai ou de faux.

Texte: {E1}
Question: {e2}? |||
{e3}
{E4}
{e5}","व्यायाम: पाठ को पढ़ें और सही या गलत से प्रश्न का उत्तर दें।

पाठ: {e1}
प्रश्न: {e2}? |||
{e3}
{e4}
{e5}","Упражнение: прочитайте текст и ответьте на вопрос правдой или ложным.

Текст: {E1}
Вопрос: {e2}? |||
{e3}
{e4}
{e5}","Zoezi: Soma maandiko na jibu swali kwa kweli au uongo.

Nakala: {e1}
Swali: {e2}? |||.
{e3}
{e4}
{e5}","แบบฝึกหัด: อ่านข้อความและตอบคำถามด้วยจริงหรือเท็จ

ข้อความ: {e1}
คำถาม: {e2}? |||
{e3}
{e4}
{e5}","Egzersiz: Metni okuyun ve soruyu doğru veya yanlış olarak cevaplayın.

Metin: {e1}
Soru: {e2}? |||
{e3}
{e 4}
{e5}","ورزش: متن پڑھیں اور سچ یا غلط کی طرف سے سوال کا جواب دیں.

متن: {E1}
سوال: {e2}؟ ||||
{e3}
{e4}
{e5}","Bài tập: Đọc văn bản và trả lời câu hỏi theo đúng hoặc sai.

Văn bản: {E1}
Câu hỏi: {E2}? ||
{e3}
{e 4}
{E5}","练习：阅读文本并通过TRUE或FALSE回答问题。

文字：{E1}
问题：{E2}？ ||||
{E3}
{E4}
{E5}"
super_glue - boolq - valid_binary,"{e1}

Q: {e2}? True or False? |||
{e3}
{e4}
{e5}","{e1}

س: {e2}؟ صحيحة أو خاطئة؟ |||
{e3}
{e4}
{e5}","{E1}

Q: {E2}? Истина или лъжа? |||
{E3}
{E4}
{E5}","{E1}

F: {E2}? Richtig oder falsch? |||
{E3}
{E4}
{E5}","{e1}

Ερ: {E2}; Σωστό ή λάθος? |||
{e3}
{e4}
{e5}","{e1}

P: {E2}? ¿Verdadero o falso? |||
{E3}
{E4}
{E5}","{e1}

Q: {E2}? Vrai ou faux? |||
{e3}
{E4}
{e5}","{e1}

प्रश्न: {e2}? सही या गलत? |||
{e3}
{e4}
{e5}","{E1}

Q: {E2}? Правда или ложь? |||
{e3}
{e4}
{e5}","{e1}

Swali: {e2}? Kweli au uongo? |||.
{e3}
{e4}
{e5}","{e1}

ถาม: {e2}? จริงหรือเท็จ? |||
{e3}
{e4}
{e5}","{e1}

S: {e2}? Doğru ya da yanlış? |||
{e3}
{e 4}
{e5}","{E1}

سوال: {e2}؟ صحیح یا غلط؟ ||||
{e3}
{e4}
{e5}","{e1}

Q: {E2}? Đúng hay sai? ||
{e3}
{e 4}
{E5}","{e1}

问：{E2}？对或错？ ||||
{E3}
{E4}
{E5}"
super_glue - boolq - yes_no_question,"Text: {e1}

Answer the following yes/no question: {e2}? Yes or no? |||
{e3}
{e4}
{e5}","النص: {e1}

أجب على نعم / لا سؤال: {e2}؟ نعم أو لا؟ |||
{e3}
{e4}
{e5}","Текст: {E1}

Отговорете на следния отговор да / не: {E2}? Да или не? |||
{E3}
{E4}
{E5}","Text: {E1}

Beantworten Sie die folgenden Ja / Nein-Frage: {E2}? Ja oder nein? |||
{E3}
{E4}
{E5}","Κείμενο: {E1}

Απαντήστε στα παρακάτω Ναι / Όχι Ερώτηση: {E2}; Ναι ή όχι? |||
{e3}
{e4}
{e5}","Texto: {E1}

Responda a la siguiente pregunta Sí / No: {E2}? ¿Sí o no? |||
{E3}
{E4}
{E5}","Texte: {E1}

Répondez aux questions suivantes Oui / Non: {E2}? Oui ou non? |||
{e3}
{E4}
{e5}","पाठ: {e1}

निम्नलिखित हां / कोई प्रश्न का उत्तर दें: {e2}? हां या नहीं? |||
{e3}
{e4}
{e5}","Текст: {E1}

Ответьте на следующие вопросы Да / Нет: {e2}? Да или нет? |||
{e3}
{e4}
{e5}","Nakala: {e1}

Jibu swali lafuatayo / hakuna swali: {e2}? Ndio au hapana? |||.
{e3}
{e4}
{e5}","ข้อความ: {e1}

ตอบคำถามใช่ / ไม่ใช่ต่อไปนี้: {e2}? ใช่หรือไม่? |||
{e3}
{e4}
{e5}","Metin: {e1}

Aşağıdaki Evet / Hayır Soru: {e2}? Evet veya Hayır? |||
{e3}
{e 4}
{e5}","متن: {E1}

مندرجہ ذیل جواب دیں ہاں / کوئی سوال: {e2}؟ ہاں یا نہیں؟ ||||
{e3}
{e4}
{e5}","Văn bản: {E1}

Trả lời câu hỏi có / không sau: {E2}? Có hay không? ||
{e3}
{e 4}
{E5}","文字：{E1}

回答以下是/否问题：{E2}？是还是不是？ ||||
{E3}
{E4}
{E5}"
"super_glue - copa - C1 or C2? premise, so/because…","""{e1}"" or ""{e2}""? {e3} {e4} because {e5} so {e6} ||| {e7}{e8}{e9}","""{e1}"" أو ""{e2}""؟ {e3} {e4} لأن {e5} لذلك {e6} ||| {e7} {e8} {e9}","""{e1}"" или ""{e2}""? {e3} {e4} защото {e5} so {e6} |||| {E7} {E8} {E9}","""{E1}"" oder ""{E2}""? {E3} {E4}, weil {E5} so {E6} ||| {E7} {E8} {E9}","""{e1}"" ή ""{e2}""; {E3} {E4} Επειδή {E5} έτσι {E6} ||| {E7} {E8} {E9}","""{E1}"" o ""{E2}""? {E3} {E4} porque {E5} SO {E6} ||| {E7} {E8} {E9}","""{E1}"" ou ""{E2}""? {E3} {E4} parce que {E5} SO {E6} ||| {E7} {E8} {E9}","""{e1}"" या ""{e2}""? {e3} {e4} क्योंकि {e5} तो {E6} ||| {e7} {e8} {E9}","«{E1}» или «{E2}»? {e3} {e4}, потому что {e5} так {e6} ||| {E7} {E8} {E9}","""{e1}"" au ""{e2}""? {e3} {e4} Kwa sababu {e5} hivyo {e6} || {e7} {e8} {e9}","""{e1}"" หรือ ""{e2}""? {e3} {e4} เพราะ {e5} ดังนั้น {e6} ||| {e7} {e8} {e9}","""{e1}"" veya ""{e2}""? {e3} {e4} çünkü {e5} yani {e6} ||| {e7} {e8} {e9}","""{E1}"" یا ""{e2}""؟ {E3} {e4} کیونکہ {E5} تو {E6} ||| {E7} {e8} {e9}","""{E1}"" hoặc ""{E2}""? {e3} {e4} vì {e5} vậy {e6} ||| {e7} {e8} {e9}",“{e1}”或“{e2}”？ {e3} {e4}因为{e5}所以{e6} |||| {e7} {e8} {e9}
